,preqin,score,unpri match,Firm Name,preqin_clean
1040,central american bank for economic integration,0.5063291139240507,,Central American Bank for Economic Integration,central american bank for economic integration
1041,fennia,0.6153846153846154,,Fennia,fennia
1042,general organization for social insurance,0.5652173913043478,,General Organization for Social Insurance,general organization for social insurance
1043,devon county council pension fund,0.8055555555555556,,Devon County Council Pension Fund,devon county council pension fund
1044,community foundation of western massachusetts,0.72,,Community Foundation of Western Massachusetts,community foundation of western massachusetts
1045,fondsfinans kapitalforvaltning as,0.7540983606557377,,Fondsfinans Kapitalforvaltning AS,fondsfinans kapitalforvaltning as
1046,ant capital partners,0.9,,Ant Capital Partners,ant capital partners
1047,pensioenfonds vervoer,1.0,pensioenfonds vervoer,Pensioenfonds Vervoer,pensioenfonds vervoer
1048,waterland private equity investments,1.0,waterland private equity investments,Waterland Private Equity Investments,waterland private equity investments
1049,new zealand superannuation fund,1.0,new zealand superannuation fund,New Zealand Superannuation Fund,new zealand superannuation fund
1050,majid al futtaim trust,0.5,,Majid Al Futtaim Trust,majid al futtaim trust
1051,integrated asset management corp.,1.0,integrated asset management corp.,Integrated Asset Management Corp.,integrated asset management corp.
1052,explorer investments,0.8421052631578947,,Explorer Investments,explorer investments
1053,riverstone holdings,0.6470588235294118,,Riverstone Holdings,riverstone holdings
1054,sampension,0.7619047619047619,,Sampension,sampension
1055,sampension,0.7619047619047619,,Sampension,sampension
1056,ag2r la mondiale,0.5142857142857142,,AG2R La Mondiale,ag2r la mondiale
1057,british coal staff superannuation scheme,0.7671232876712328,,British Coal Staff Superannuation Scheme,british coal staff superannuation scheme
1058,versicherungseinrichtung des flugpersonals der swissair,0.4583333333333333,,Versicherungseinrichtung des Flugpersonals der Swissair,versicherungseinrichtung des flugpersonals der swissair
1059,pitcairn financial group,0.8095238095238095,,Pitcairn Financial Group,pitcairn financial group
1060,proparco,0.5714285714285714,,Proparco,proparco
1061,aew capital management,0.9166666666666666,,AEW Capital Management,aew capital management
1062,capri capital,0.8333333333333334,,Capri Capital,capri capital
1063,stichting pensioenfonds provisum,0.847457627118644,,Stichting Pensioenfonds Provisum,stichting pensioenfonds provisum
1064,stichting pensioenfonds provisum,0.847457627118644,,Stichting Pensioenfonds Provisum,stichting pensioenfonds provisum
1065,stichting pensioenfonds provisum,0.847457627118644,,Stichting Pensioenfonds Provisum,stichting pensioenfonds provisum
1066,weberbank actiengesellschaft,1.0,weberbank actiengesellschaft,Weberbank Actiengesellschaft,weberbank actiengesellschaft
1067,asian development bank,0.6808510638297872,,Asian Development Bank,asian development bank
1068,die bayerische,1.0,die bayerische,Die Bayerische,die bayerische
1069,dela,0.6,,DELA,dela
1070,egeria,1.0,egeria,Egeria,egeria
1071,finnish innovation fund (sitra),0.5357142857142857,,Finnish Innovation Fund (Sitra),finnish innovation fund (sitra)
1072,fonds de solidarité des travailleurs du québec,0.6376811594202898,,Fonds de Solidarité des Travailleurs du Québec,fonds de solidarité des travailleurs du québec
1073,alecta pension fund,0.8421052631578947,,Alecta Pension Fund,alecta pension fund
1074,mn,1.0,mn,MN,mn
1075,norfolk pension fund,0.7804878048780488,,Norfolk Pension Fund,norfolk pension fund
1076,royal mail pension plan,1.0,royal mail pension plan,Royal Mail Pension Plan,royal mail pension plan
1077,prudential financial,0.65,,Prudential Financial,prudential financial
1078,city and county of swansea pension fund,0.6410256410256411,,City and County of Swansea Pension Fund,city and county of swansea pension fund
1079,pension fund for the dutch construction industry,0.5476190476190477,,Pension Fund for the Dutch Construction Industry,pension fund for the dutch construction industry
1080,cambridge university endowment fund,0.7619047619047619,,Cambridge University Endowment Fund,cambridge university endowment fund
1081,african development bank,0.6530612244897959,,African Development Bank,african development bank
1082,children's hospital of philadelphia foundation,0.5454545454545454,,Children's Hospital of Philadelphia Foundation,children's hospital of philadelphia foundation
1083,children's hospital of philadelphia foundation,0.5454545454545454,,Children's Hospital of Philadelphia Foundation,children's hospital of philadelphia foundation
1084,coutts & co.,0.5217391304347826,,Coutts & Co.,coutts & co.
1085,laborers national pension fund,0.72,,Laborers National Pension Fund,laborers national pension fund
1086,microsoft,0.5333333333333333,,Microsoft,microsoft
1087,microsoft,0.5333333333333333,,Microsoft,microsoft
1088,bnp paribas cardif,1.0,bnp paribas cardif,BNP Paribas Cardif,bnp paribas cardif
1089,national industries group,0.6530612244897959,,National Industries Group,national industries group
1090,leica pensionskasse,0.6666666666666666,,Leica Pensionskasse,leica pensionskasse
1091,university system of maryland foundation,0.8048780487804879,,University System of Maryland Foundation,university system of maryland foundation
1092,northern ireland local government officers' superannuation committee,1.0,northern ireland local government officers' superannuation committee,Northern Ireland Local Government Officers' Superannuation Committee,northern ireland local government officers' superannuation committee
1093,insurance australia group,0.8928571428571429,,Insurance Australia Group,insurance australia group
1094,nykredit,0.7058823529411765,,Nykredit,nykredit
1095,south dakota retirement system,0.6764705882352942,,South Dakota Retirement System,south dakota retirement system
1096,pfa pension,1.0,pfa pension,PFA Pension,pfa pension
1097,praesidian capital,1.0,praesidian capital,Praesidian Capital,praesidian capital
1098,public institute for social security - kuwait,0.5176470588235295,,Public Institute for Social Security - Kuwait,public institute for social security - kuwait
1099,singapore press holdings,0.6363636363636364,,Singapore Press Holdings,singapore press holdings
1100,stichting pensioenfonds unilever nederland,0.8148148148148148,,Stichting Pensioenfonds Unilever Nederland,stichting pensioenfonds unilever nederland
1101,victorian funds management corporation,1.0,victorian funds management corporation,Victorian Funds Management Corporation,victorian funds management corporation
1102,julius bär,0.4864864864864865,,Julius Bär,julius bär
1103,cern pension fund,0.8333333333333334,,CERN Pension Fund,cern pension fund
1104,cern pension fund,0.8333333333333334,,CERN Pension Fund,cern pension fund
1105,inter-american development bank,0.5866666666666667,,Inter-American Development Bank,inter-american development bank
1106,klp asset management,0.9,,KLP Asset Management,klp asset management
1107,klp asset management,0.9,,KLP Asset Management,klp asset management
1108,klp asset management,0.9,,KLP Asset Management,klp asset management
1109,citic capital,0.8571428571428571,,CITIC Capital,citic capital
1110,mapfre,0.75,,Mapfre,mapfre
1111,henderson private equity investment trust,0.7792207792207793,,Henderson Private Equity Investment Trust,henderson private equity investment trust
1112,spp life insurance,0.723404255319149,,SPP Life Insurance,spp life insurance
1113,scor,0.6153846153846154,,SCOR,scor
1114,pacific community ventures,0.6530612244897959,,Pacific Community Ventures,pacific community ventures
1115,petros,0.6153846153846154,,PETROS,petros
1116,norinchukin bank,0.6153846153846154,,Norinchukin Bank,norinchukin bank
1117,unisuper,0.875,,UniSuper,unisuper
1118,veritas pension insurance company,0.9428571428571428,veritas pension insurance company ltd,Veritas Pension Insurance Company,veritas pension insurance company
1119,nn group,0.8235294117647058,,NN Group,nn group
1120,regents of the university of california,0.7619047619047619,,Regents of the University of California,regents of the university of california
1121,oak hill capital partners,1.0,oak hill capital partners,Oak Hill Capital Partners,oak hill capital partners
1122,pennsylvania state employees' retirement system,0.75,,Pennsylvania State Employees' Retirement System,pennsylvania state employees' retirement system
1123,appian holdings,1.0,appian holdings,appian holdings,appian holdings
1124,ireland strategic investment fund,0.9041095890410958,,Ireland Strategic Investment Fund,ireland strategic investment fund
1125,varma mutual pension insurance company,1.0,varma mutual pension insurance company,Varma Mutual Pension Insurance Company,varma mutual pension insurance company
1126,ppmamerica,0.625,,PPMAmerica,ppmamerica
1127,actis,1.0,actis,Actis,actis
1128,australiansuper,1.0,australiansuper,AustralianSuper,australiansuper
1129,maine public employees' retirement system,0.8210526315789474,,Maine Public Employees' Retirement System,maine public employees' retirement system
1130,hamburger pensionskasse von 1905,0.6101694915254238,,Hamburger Pensionskasse von 1905,hamburger pensionskasse von 1905
1131,mitsubishi ufj trust and banking,0.8421052631578947,,Mitsubishi UFJ Trust and Banking,mitsubishi ufj trust and banking
1132,retraites populaires,0.5581395348837209,,Retraites Populaires,retraites populaires
1133,caresuper,0.9473684210526315,care super,CareSuper,caresuper
1134,kent county council superannuation fund,1.0,kent county council superannuation fund,Kent County Council Superannuation Fund,kent county council superannuation fund
1135,fsn capital,0.8333333333333334,,FSN Capital,fsn capital
1136,construction and building industries superannuation fund,0.6105263157894737,,Construction and Building Industries Superannuation Fund,construction and building industries superannuation fund
1137,emergency services & state super,0.5333333333333333,,Emergency Services & State Super,emergency services & state super
1138,asahi mutual life insurance,0.6984126984126984,,Asahi Mutual Life Insurance,asahi mutual life insurance
1139,mlc,0.5714285714285714,,MLC,mlc
1140,mtaa superannuation fund,0.8333333333333334,,MTAA Superannuation Fund,mtaa superannuation fund
1141,qic,1.0,qic,QIC,qic
1142,ceska sporitelna,0.625,,Ceska Sporitelna,ceska sporitelna
1143,retail employees superannuation trust,0.6176470588235294,,Retail Employees Superannuation Trust,retail employees superannuation trust
1144,sunsuper,1.0,sunsuper,SunSuper,sunsuper
1145,tasplan,1.0,tasplan,Tasplan,tasplan
1146,telstra super,0.7647058823529411,,Telstra Super,telstra super
1147,idb invest,0.7619047619047619,,IDB Invest,idb invest
1148,westpac banking corporation,0.6666666666666666,,Westpac Banking Corporation,westpac banking corporation
1149,lífsverk pension fund,1.0,lífsverk pension fund,Lífsverk Pension Fund,lífsverk pension fund
1150,mitsui & co - corporate development business unit,0.5,,Mitsui & Co - Corporate Development Business Unit,mitsui & co - corporate development business unit
1151,zurich insurance group,1.0,zurich insurance group,Zurich Insurance Group,zurich insurance group
1152,rabobank pension fund,0.8837209302325582,,Rabobank Pension Fund,rabobank pension fund
1153,metal and engineering pension fund,0.6461538461538462,,Metal and Engineering Pension Fund,metal and engineering pension fund
1154,metal and engineering pension fund,0.6461538461538462,,Metal and Engineering Pension Fund,metal and engineering pension fund
1155,centersquare investment management,0.819672131147541,,CenterSquare Investment Management,centersquare investment management
1156,ta realty,0.5555555555555556,,TA Realty,ta realty
1157,hesta,0.6153846153846154,,HESTA,hesta
1158,st. louis county employees' retirement plan,0.6796116504854369,,St. Louis County Employees' Retirement Plan,st. louis county employees' retirement plan
1159,cdc group,0.8181818181818182,,CDC Group,cdc group
1160,azulis capital,1.0,azulis capital,Azulis Capital,azulis capital
1161,aif capital,1.0,aif capital,AIF Capital,aif capital
1162,intesa sanpaolo,0.5769230769230769,,Intesa Sanpaolo,intesa sanpaolo
1163,fonds de réserve pour les retraites,0.9210526315789473,,Fonds de Réserve pour les Retraites,fonds de réserve pour les retraites
1164,nordea bank,0.7058823529411765,,Nordea Bank,nordea bank
1165,john lewis partnership pension trust,0.5483870967741935,,John Lewis Partnership Pension Trust,john lewis partnership pension trust
1166,jbg companies,0.5833333333333334,,JBG Companies,jbg companies
1167,tesco pension investment,0.7111111111111111,,Tesco Pension Investment,tesco pension investment
1168,lynn city public pension plan,0.6538461538461539,,Lynn City Public Pension Plan,lynn city public pension plan
1169,saarlb,0.5,,SaarLB,saarlb
1170,centrica combined common investment fund,0.6285714285714286,,Centrica Combined Common Investment Fund,centrica combined common investment fund
1171,bp pension fund,1.0,bp pension fund,BP Pension Fund,bp pension fund
1172,gi partners,0.8695652173913043,,GI Partners,gi partners
1173,gi partners,0.8695652173913043,,GI Partners,gi partners
1174,tpt retirement solutions,1.0,tpt retirement solutions,TPT Retirement Solutions,tpt retirement solutions
1175,british steel pension scheme,0.7555555555555555,,British Steel Pension Scheme,british steel pension scheme
1176,hsbc bank uk pension scheme,0.7272727272727273,,HSBC Bank UK Pension Scheme,hsbc bank uk pension scheme
1177,sjf ventures,0.75,,SJF Ventures,sjf ventures
1178,aberforth partners,1.0,aberforth partners,Aberforth Partners,aberforth partners
1179,axcel,1.0,axcel,Axcel,axcel
1180,neomed,0.5,,NeoMed,neomed
1181,neomed,0.5,,NeoMed,neomed
1182,vision capital,0.875,,Vision Capital,vision capital
1183,bencis capital partners,1.0,bencis capital partners,Bencis Capital Partners,bencis capital partners
1184,europa capital,0.7857142857142857,,Europa Capital,europa capital
1185,europa capital,0.7857142857142857,,Europa Capital,europa capital
1186,europa capital,0.7857142857142857,,Europa Capital,europa capital
1187,pgim real estate,1.0,pgim real estate,PGIM Real Estate,pgim real estate
1188,barings real estate,0.7428571428571429,,Barings Real Estate,barings real estate
1189,rockspring property investment managers,0.8,,Rockspring Property Investment Managers,rockspring property investment managers
1190,"weil, gotshal & manges pension fund",0.6909090909090909,,"Weil, Gotshal & Manges Pension Fund","weil, gotshal & manges pension fund"
1191,olympus capital asia,1.0,olympus capital asia,Olympus Capital Asia,olympus capital asia
1192,crédit agricole assurances,1.0,crédit agricole assurances,Crédit Agricole Assurances,crédit agricole assurances
1193,thailand government pension fund,0.6923076923076923,,Thailand Government Pension Fund,thailand government pension fund
1194,stena metall,0.5925925925925926,,Stena Metall,stena metall
1195,if p&c insurance company,0.7692307692307693,,If P&C Insurance Company,if p&c insurance company
1196,if p&c insurance company,0.7692307692307693,,If P&C Insurance Company,if p&c insurance company
1197,mirae asset global investments,0.9230769230769231,,Mirae Asset Global Investments,mirae asset global investments
1198,abn amro private banking,0.6666666666666666,,ABN AMRO Private Banking,abn amro private banking
1199,abn amro private banking,0.6666666666666666,,ABN AMRO Private Banking,abn amro private banking
1200,lion capital,1.0,lion capital,Lion Capital,lion capital
1201,vinacapital,0.8,,VinaCapital,vinacapital
1202,vinacapital,0.8,,VinaCapital,vinacapital
1203,nvm private equity,0.8888888888888888,,NVM Private Equity,nvm private equity
1204,belgian investment company for developing countries,0.5679012345679012,,Belgian Investment Company for Developing Countries,belgian investment company for developing countries
1205,seaf,0.5714285714285714,,SEAF,seaf
1206,"government pension investment fund, japan",0.6493506493506493,,"Government Pension Investment Fund, Japan","government pension investment fund, japan"
1207,pechel industries,1.0,pechel industries,Pechel Industries,pechel industries
1208,apollo global management,0.7450980392156863,,Apollo Global Management,apollo global management
1209,capza,0.7142857142857143,,CAPZA,capza
1210,orchid asia group,0.6666666666666666,,Orchid Asia Group,orchid asia group
1211,pearl holding,0.7142857142857143,,Pearl Holding,pearl holding
1212,corpfin capital,0.9333333333333333,corfina capital,Corpfin Capital,corpfin capital
1213,adm capital,1.0,adm capital,ADM Capital,adm capital
1214,one equity partners,0.8780487804878049,,One Equity Partners,one equity partners
1215,advantage partners,1.0,advantage partners,Advantage Partners,advantage partners
1216,parquest capital,1.0,parquest capital,Parquest Capital,parquest capital
1217,abu dhabi retirement pensions & benefits fund,0.6075949367088608,,Abu Dhabi Retirement Pensions & Benefits Fund,abu dhabi retirement pensions & benefits fund
1218,avista capital partners,0.8936170212765957,,Avista Capital Partners,avista capital partners
1219,state universities retirement system of illinois,0.6060606060606061,,State Universities Retirement System of Illinois,state universities retirement system of illinois
1220,pensiondanmark,0.5945945945945946,,PensionDanmark,pensiondanmark
1221,infrastructure capital group,1.0,infrastructure capital group,Infrastructure Capital Group,infrastructure capital group
1222,cpeg,0.5714285714285714,,CPEG,cpeg
1223,nest sammelstiftung,1.0,nest sammelstiftung,Nest Sammelstiftung,nest sammelstiftung
1224,china investment corporation,0.8275862068965517,,China Investment Corporation,china investment corporation
1225,illinois state treasury - technology development fund,0.5360824742268041,,Illinois State Treasury - Technology Development Fund,illinois state treasury - technology development fund
1226,alcentra group,0.8461538461538461,,Alcentra Group,alcentra group
1227,kyobo life insurance,0.7083333333333334,,Kyobo Life Insurance,kyobo life insurance
1228,danish pension fund for engineers,0.5925925925925926,,Danish Pension Fund for Engineers,danish pension fund for engineers
1229,eskom pension & provident fund,0.9354838709677419,eskom pension and provident fund,Eskom Pension & Provident Fund,eskom pension & provident fund
1230,aegon netherlands,0.5714285714285714,,Aegon Netherlands,aegon netherlands
1231,nuveen investments,0.8484848484848485,,Nuveen Investments,nuveen investments
1232,w&w asset management,0.8780487804878049,,W&W Asset Management,w&w asset management
1233,wa super,0.7777777777777778,,WA Super,wa super
1234,wa super,0.7777777777777778,,WA Super,wa super
1235,bank of baroda,0.5714285714285714,,Bank of Baroda,bank of baroda
1236,statewide super,0.9655172413793104,statewidesuper,Statewide Super,statewide super
1237,twusuper,1.0,twusuper,TWUSUPER,twusuper
1238,alberta investment management corporation (aimco),0.9111111111111111,,Alberta Investment Management Corporation (AIMCo),alberta investment management corporation (aimco)
1239,cordiant capital,0.8387096774193549,,Cordiant Capital,cordiant capital
1240,mbk partners,1.0,mbk partners,MBK Partners,mbk partners
1241,daiwa pi partners,0.8,,Daiwa PI Partners,daiwa pi partners
1242,atlantic bridge,0.7894736842105263,,Atlantic Bridge,atlantic bridge
1243,vivo capital,0.8333333333333334,,Vivo Capital,vivo capital
1244,coninco,0.7142857142857143,,Coninco,coninco
1245,ergon capital partners,1.0,ergon capital partners,Ergon Capital Partners,ergon capital partners
1246,hsbc group,0.7368421052631579,,HSBC Group,hsbc group
1247,hsbc group,0.7368421052631579,,HSBC Group,hsbc group
1248,principia,0.64,,Principia,principia
1249,national pension service,0.8,,National Pension Service,national pension service
1250,ntuc income insurance co-operative,0.6129032258064516,,NTUC Income Insurance Co-operative,ntuc income insurance co-operative
1251,rockpoint group,0.72,,Rockpoint Group,rockpoint group
1252,birch hill equity partners,0.7647058823529411,,Birch Hill Equity Partners,birch hill equity partners
1253,savills investment management,1.0,savills investment management,Savills Investment Management,savills investment management
1254,turenne capital,0.8,,Turenne Capital,turenne capital
1255,weinberg capital partners,1.0,weinberg capital partners,Weinberg Capital Partners,weinberg capital partners
1256,environment agency pension fund,1.0,environment agency pension fund,Environment Agency Pension Fund,environment agency pension fund
1257,public sector pension investment board,1.0,public sector pension investment board,Public Sector Pension Investment Board,public sector pension investment board
1258,everest reinsurance group,0.723404255319149,,Everest Reinsurance Group,everest reinsurance group
1259,metropolitan government of nashville & davidson county employees' trust fund,0.4642857142857143,,Metropolitan Government of Nashville & Davidson County Employees' Trust Fund,metropolitan government of nashville & davidson county employees' trust fund
1260,gso capital partners,0.9047619047619048,,GSO Capital Partners,gso capital partners
1261,federal reserve bank of new york,0.5301204819277109,,Federal Reserve Bank of New York,federal reserve bank of new york
1262,topdanmark,0.5333333333333333,,Topdanmark,topdanmark
1263,stifterverband fur die deutsche wissenschaft,0.5,,Stifterverband fur die Deutsche Wissenschaft,stifterverband fur die deutsche wissenschaft
1264,stifterverband fur die deutsche wissenschaft,0.5,,Stifterverband fur die Deutsche Wissenschaft,stifterverband fur die deutsche wissenschaft
1265,hancock natural resource group,0.5652173913043478,,Hancock Natural Resource Group,hancock natural resource group
1266,elliott management,0.7692307692307693,,Elliott Management,elliott management
1267,harel insurance investments,0.7111111111111111,,Harel Insurance Investments,harel insurance investments
1268,phoenix insurance company,0.8148148148148148,,Phoenix Insurance Company,phoenix insurance company
1269,gmo,0.75,,GMO,gmo
1270,goldman sachs merchant banking division,0.6197183098591549,,Goldman Sachs Merchant Banking Division,goldman sachs merchant banking division
1271,ashmore investment management,0.9122807017543859,,Ashmore Investment Management,ashmore investment management
1272,adara venture,0.9629629629629629,adara ventures,Adara Venture,adara venture
1273,lumina foundation for education,0.6428571428571429,,Lumina Foundation for Education,lumina foundation for education
1274,korean teachers' credit union,0.6101694915254238,,Korean Teachers' Credit Union,korean teachers' credit union
1275,société générale corporate & investment banking,0.55,,Société Générale Corporate & Investment Banking,société générale corporate & investment banking
1276,t capital partners,0.8947368421052632,,T Capital Partners,t capital partners
1277,t capital partners,0.8947368421052632,,T Capital Partners,t capital partners
1278,t capital partners,0.8947368421052632,,T Capital Partners,t capital partners
1279,ubs asset management,1.0,ubs asset management,UBS Asset Management,ubs asset management
1280,new mexico educational retirement board,0.5974025974025974,,New Mexico Educational Retirement Board,new mexico educational retirement board
1281,bank of east asia,0.5555555555555556,,Bank of East Asia,bank of east asia
1282,evangelical-lutheran church of finland pension fund,0.6436781609195402,,Evangelical-Lutheran Church of Finland Pension Fund,evangelical-lutheran church of finland pension fund
1283,spark capital,0.8275862068965517,,Spark Capital,spark capital
1284,development bank of japan,1.0,development bank of japan,Development Bank of Japan,development bank of japan
1285,direct capital,0.8,,Direct Capital,direct capital
1286,migdal insurance company,0.8076923076923077,,Migdal Insurance Company,migdal insurance company
1287,vision super,1.0,vision super,Vision Super,vision super
1288,festa pension fund,0.8648648648648649,,Festa Pension Fund,festa pension fund
1289,catholic super,0.6666666666666666,,Catholic Super,catholic super
1290,catholic super,0.6666666666666666,,Catholic Super,catholic super
1291,state super,0.8,,State Super,state super
1292,hostplus,1.0,hostplus,HOSTPLUS,hostplus
1293,ngs super,0.782608695652174,,NGS Super,ngs super
1294,orix corporation,0.7428571428571429,,ORIX Corporation,orix corporation
1295,media super,1.0,media super,Media Super,media super
1296,alinda capital partners,0.9019607843137255,,Alinda Capital Partners,alinda capital partners
1297,realdania,0.6363636363636364,,Realdania,realdania
1298,macif,1.0,macif,Macif,macif
1299,affinity equity partners,1.0,affinity equity partners,Affinity Equity Partners,affinity equity partners
1300,finnish state pension fund,0.72,,Finnish State Pension Fund,finnish state pension fund
1301,australian catholic superannuation and retirement fund,1.0,australian catholic superannuation and retirement fund,Australian Catholic Superannuation and Retirement Fund,australian catholic superannuation and retirement fund
1302,horeca & catering pension fund,0.6885245901639344,,Horeca & Catering Pension Fund,horeca & catering pension fund
1303,niam,0.7272727272727273,,Niam,niam
1304,hampshire companies,0.8085106382978723,,Hampshire Companies,hampshire companies
1305,soros fund management,0.8636363636363636,,Soros Fund Management,soros fund management
1306,bayerische versorgungskammer,1.0,bayerische versorgungskammer,Bayerische Versorgungskammer,bayerische versorgungskammer
1307,capitaland,0.7,,CapitaLand,capitaland
1308,capitaland,0.7,,CapitaLand,capitaland
1309,capitaland,0.7,,CapitaLand,capitaland
1310,birta pension fund,0.8484848484848485,,Birta Pension Fund,birta pension fund
1311,east capital,1.0,east capital,East Capital,east capital
1312,gsr ventures,0.7692307692307693,,GSR Ventures,gsr ventures
1313,promethean investments,0.7906976744186046,,Promethean Investments,promethean investments
1314,jpmorgan chase,0.5714285714285714,,JPMorgan Chase,jpmorgan chase
1315,funcef,1.0,funcef,FUNCEF,funcef
1316,merchant navy officers pension fund,0.6551724137931034,,Merchant Navy Officers Pension Fund,merchant navy officers pension fund
1317,blackstone life sciences,0.5581395348837209,,Blackstone Life Sciences,blackstone life sciences
1318,capdecisif management,0.7428571428571429,,CapDecisif Management,capdecisif management
1319,go capital,0.9523809523809523,gho capital,Go Capital,go capital
1320,naxicap partners,1.0,naxicap partners,Naxicap Partners,naxicap partners
1321,21 invest,1.0,21 invest,21 Invest,21 invest
1322,clarion partners,0.8648648648648649,,Clarion Partners,clarion partners
1323,mid europa partners,0.9047619047619048,,Mid Europa Partners,mid europa partners
1324,pension fund of commerce,0.6666666666666666,,Pension Fund of Commerce,pension fund of commerce
1325,future fund,0.6363636363636364,,Future Fund,future fund
1326,energy capital partners,0.9166666666666666,,Energy Capital Partners,energy capital partners
1327,td bank financial group,0.8292682926829268,,TD Bank Financial Group,td bank financial group
1328,finlombarda gestioni,0.7058823529411765,,Finlombarda Gestioni,finlombarda gestioni
1329,boston foundation,0.7878787878787878,,Boston Foundation,boston foundation
1330,pacific road capital management,0.8,,Pacific Road Capital Management,pacific road capital management
1331,pacific road capital management,0.8,,Pacific Road Capital Management,pacific road capital management
1332,pacific road capital management,0.8,,Pacific Road Capital Management,pacific road capital management
1333,tishman speyer,0.6206896551724138,,Tishman Speyer,tishman speyer
1334,hong kong jockey club,0.45161290322580644,,Hong Kong Jockey Club,hong kong jockey club
1335,muzinich & co.,0.9629629629629629,muzinich & co,Muzinich & Co.,muzinich & co.
1336,azimuth capital management,1.0,azimuth capital management,Azimuth Capital Management,azimuth capital management
1337,jardim botânico investimentos,1.0,jardim botânico investimentos,Jardim Botânico Investimentos,jardim botânico investimentos
1338,nexxus capital,0.8148148148148148,,Nexxus Capital,nexxus capital
1339,nexxus capital,0.8148148148148148,,Nexxus Capital,nexxus capital
1340,rockefeller and co,0.6511627906976745,,Rockefeller and Co,rockefeller and co
1341,afp cuprum,0.5,,AFP Cuprum,afp cuprum
1342,afp cuprum,0.5,,AFP Cuprum,afp cuprum
1343,afp cuprum,0.5,,AFP Cuprum,afp cuprum
1344,china cinda asset management,0.8571428571428571,,China Cinda Asset Management,china cinda asset management
1345,ufg asset management,1.0,ufg asset management,UFG Asset Management,ufg asset management
1346,avalonbay communities,0.5641025641025641,,AvalonBay Communities,avalonbay communities
1347,qiming venture partners,0.8260869565217391,,Qiming Venture Partners,qiming venture partners
1348,denver employees' retirement plan,0.6756756756756757,,Denver Employees' Retirement Plan,denver employees' retirement plan
1349,previ,0.6666666666666666,,Previ,previ
1350,opcapita,0.8,,OpCapita,opcapita
1351,bbva,0.5714285714285714,,BBVA,bbva
1352,equitrust,0.7058823529411765,,Equitrust,equitrust
1353,khosla ventures,0.6896551724137931,,Khosla Ventures,khosla ventures
1354,denham capital management,0.88,,Denham Capital Management,denham capital management
1355,cathay life insurance,0.7346938775510204,,Cathay Life Insurance,cathay life insurance
1356,jade invest,1.0,jade invest,Jade Invest,jade invest
1357,j. safra sarasin,0.7804878048780488,,J. Safra Sarasin,j. safra sarasin
1358,aevwl,0.6,,AEVWL,aevwl
1359,elevar equity,0.8,,Elevar Equity,elevar equity
1360,omidyar network,0.5333333333333333,,Omidyar Network,omidyar network
1361,gray ghost ventures,0.6666666666666666,,Gray Ghost Ventures,gray ghost ventures
1362,gray ghost ventures,0.6666666666666666,,Gray Ghost Ventures,gray ghost ventures
1363,oikocredit,0.6666666666666666,,Oikocredit,oikocredit
1364,developing world markets,1.0,developing world markets,Developing World Markets,developing world markets
1365,jyske bank,0.8333333333333334,,Jyske Bank,jyske bank
1366,anacap financial partners,0.7346938775510204,,AnaCap Financial Partners,anacap financial partners
1367,bvv,0.6666666666666666,,BVV,bvv
1368,philips pension fund (netherlands),0.6301369863013698,,Philips Pension Fund (Netherlands),philips pension fund (netherlands)
1369,bankia s.a.,0.5714285714285714,,Bankia S.A.,bankia s.a.
1370,nobel foundation,0.8888888888888888,,Nobel Foundation,nobel foundation
1371,covenant capital group,0.8372093023255814,,Covenant Capital Group,covenant capital group
1372,heron capital,0.8571428571428571,,Heron Capital,heron capital
1373,axiom asia private capital,0.6363636363636364,,Axiom Asia Private Capital,axiom asia private capital
1374,axa xl,0.5454545454545454,,AXA XL,axa xl
1375,laerernes pension,0.6896551724137931,,Laerernes Pension,laerernes pension
1376,stone harbor investment partners,0.9552238805970149,stone harbor investment partners lp,Stone Harbor Investment Partners,stone harbor investment partners
1377,treis,0.6,,Treis,treis
1378,treis,0.6,,Treis,treis
1379,activate venture partners,0.7906976744186046,,Activate Venture Partners,activate venture partners
1380,silverfleet capital,0.7906976744186046,,Silverfleet Capital,silverfleet capital
1381,harith,0.6153846153846154,,Harith,harith
1382,catalyst investment management,0.847457627118644,,Catalyst Investment Management,catalyst investment management
1383,catalyst investment management,0.847457627118644,,Catalyst Investment Management,catalyst investment management
1384,catalyst investment management,0.847457627118644,,Catalyst Investment Management,catalyst investment management
1385,catalyst investment management,0.847457627118644,,Catalyst Investment Management,catalyst investment management
1386,catalyst investment management,0.847457627118644,,Catalyst Investment Management,catalyst investment management
1387,bank of america,0.5925925925925926,,Bank of America,bank of america
1388,united nations joint staff pension fund,1.0,united nations joint staff pension fund,United Nations Joint Staff Pension Fund,united nations joint staff pension fund
1389,carval investors,0.8387096774193549,,CarVal Investors,carval investors
1390,tlcom capital llp,0.8235294117647058,,TLcom Capital LLP,tlcom capital llp
1391,alpheus capital,0.7857142857142857,,Alpheus Capital,alpheus capital
1392,grosvenor,0.8181818181818182,,Grosvenor,grosvenor
1393,vitruvian partners,1.0,vitruvian partners,Vitruvian Partners,vitruvian partners
1394,macfarlane partners,0.7428571428571429,,MacFarlane Partners,macfarlane partners
1395,macfarlane partners,0.7428571428571429,,MacFarlane Partners,macfarlane partners
1396,ing bank,0.7777777777777778,,ING Bank,ing bank
1397,american realty advisors,0.7058823529411765,,American Realty Advisors,american realty advisors
1398,lok capital,0.8695652173913043,,Lok Capital,lok capital
