,preqin,score,unpri match,Firm Name,preqin_clean
3510,wakefield retirement board,0.6363636363636364,,Wakefield Retirement Board,wakefield retirement board
3511,kyobo axa investment managers,0.8846153846153846,,Kyobo AXA Investment Managers,kyobo axa investment managers
3512,mubadala capital,0.75,,Mubadala Capital,mubadala capital
3513,bluesky investments,0.7777777777777778,,Bluesky Investments,bluesky investments
3514,essling capital,0.8275862068965517,,Essling Capital,essling capital
3515,richmond capital partners,0.851063829787234,,Richmond Capital Partners,richmond capital partners
3516,clean yield asset management,0.8163265306122449,,Clean Yield Asset Management,clean yield asset management
3517,blue like an orange sustainable capital,0.6129032258064516,,Blue Like An Orange Sustainable Capital,blue like an orange sustainable capital
3518,novalpina capital,1.0,novalpina capital,Novalpina Capital,novalpina capital
3519,inventures,0.6666666666666666,,Inventures,inventures
3520,inventures,0.6666666666666666,,Inventures,inventures
3521,dws group,1.0,dws group,DWS Group,dws group
3522,kth royal institute of technology,0.547945205479452,,KTH Royal Institute of Technology,kth royal institute of technology
3523,virtuous retail,0.5217391304347826,,Virtuous Retail,virtuous retail
3524,landsbankinn hf,0.967741935483871,landsbankinn hf.,Landsbankinn HF,landsbankinn hf
3525,solutions fiducie,1.0,solutions fiducie,Solutions Fiducie,solutions fiducie
3526,the rise fund,0.6896551724137931,,The Rise Fund,the rise fund
3527,nei investments,1.0,nei investments,NEI Investments,nei investments
3528,vertue lab,0.6086956521739131,,Vertue Lab,vertue lab
3529,keys asset management group,0.8679245283018868,,Keys Asset Management Group,keys asset management group
3530,cubs superannuation fund,0.9583333333333334,cbus superannuation fund,CUBS Superannuation Fund,cubs superannuation fund
3531,dolma impact fund,0.6285714285714286,,Dolma Impact Fund,dolma impact fund
3532,gqg partners,1.0,gqg partners,GQG Partners,gqg partners
3533,fiera comox partners,0.6875,,Fiera Comox Partners,fiera comox partners
3534,hywin capital management,0.8979591836734694,,Hywin Capital Management,hywin capital management
3535,hywin capital management,0.8979591836734694,,Hywin Capital Management,hywin capital management
3536,talomon capital,0.8148148148148148,,Talomon Capital,talomon capital
3537,triasima portfolio management inc.,1.0,triasima portfolio management inc.,Triasima Portfolio Management Inc.,triasima portfolio management inc.
3538,md financial management,0.76,,MD Financial Management,md financial management
3539,impact investment group,0.782608695652174,,Impact Investment Group,impact investment group
3540,highvista strategies,0.5106382978723404,,HighVista Strategies,highvista strategies
3541,hanwha asset management,0.9090909090909091,,Hanwha Asset Management,hanwha asset management
3542,exoduspoint capital management,0.9090909090909091,,ExodusPoint Capital Management,exoduspoint capital management
3543,ib hubs,0.5333333333333333,,iB Hubs,ib hubs
3544,everwood capital,0.7804878048780488,,Everwood Capital,everwood capital
3545,derwent london,0.5517241379310345,,Derwent London,derwent london
3546,flat world partners,0.7647058823529411,,Flat World Partners,flat world partners
3547,enpap,0.5454545454545454,,ENPAP,enpap
3548,enpap,0.5454545454545454,,ENPAP,enpap
3549,solaris investment management,0.896551724137931,,Solaris Investment Management,solaris investment management
3550,solaris investment management,0.896551724137931,,Solaris Investment Management,solaris investment management
3551,solaris investment management,0.896551724137931,,Solaris Investment Management,solaris investment management
3552,8f asset management,0.9230769230769231,,8F Asset Management,8f asset management
3553,8f asset management,0.9230769230769231,,8F Asset Management,8f asset management
3554,8f asset management,0.9230769230769231,,8F Asset Management,8f asset management
3555,8f asset management,0.9230769230769231,,8F Asset Management,8f asset management
3556,powerhouse africa asset management,0.7586206896551724,,PowerHouse Africa Asset Management,powerhouse africa asset management
3557,cascade global,0.6896551724137931,,Cascade Global,cascade global
3558,rivage investment,1.0,rivage investment,Rivage Investment,rivage investment
3559,egyptian-american enterprise fund,0.53125,,Egyptian-American Enterprise Fund,egyptian-american enterprise fund
3560,baker gilmore & associates,1.0,baker gilmore & associates,Baker Gilmore & Associates,baker gilmore & associates
3561,salt funds management,1.0,salt funds management,Salt Funds Management,salt funds management
3562,ap møller capital,0.7741935483870968,,AP Møller Capital,ap møller capital
3563,optimas capital,0.8,,Optimas Capital,optimas capital
3564,ishana capital,0.8275862068965517,,Ishana Capital,ishana capital
3565,"city of kansas city, missouri firefighters’ pension system",0.5294117647058824,,"City of Kansas City, Missouri Firefighters’ Pension System","city of kansas city, missouri firefighters’ pension system"
3566,uk green investment bank,0.7111111111111111,,UK Green Investment Bank,uk green investment bank
3567,berling capital,0.8148148148148148,,Berling Capital,berling capital
3568,jordan park,0.5454545454545454,,Jordan Park,jordan park
3569,karner capital group,0.7878787878787878,,Karner Capital Group,karner capital group
3570,capital d,0.7368421052631579,,Capital D,capital d
3571,capital d,0.7368421052631579,,Capital D,capital d
3572,capital d,0.7368421052631579,,Capital D,capital d
3573,eb – sustainable investment management,0.7878787878787878,,EB – Sustainable Investment Management,eb – sustainable investment management
3574,saturna capital,1.0,saturna capital,Saturna Capital,saturna capital
3575,amplify capital,0.8461538461538461,,Amplify Capital,amplify capital
3576,trinitas capital,0.7741935483870968,,Trinitas Capital,trinitas capital
3577,trinitas capital,0.7741935483870968,,Trinitas Capital,trinitas capital
3578,stichting pensioenfonds blue sky group,1.0,stichting pensioenfonds blue sky group,Stichting Pensioenfonds Blue Sky Group,stichting pensioenfonds blue sky group
3579,holistic growth initiative,0.6190476190476191,,Holistic Growth Initiative,holistic growth initiative
3580,norron asset management,1.0,norron asset management,Norron Asset Management,norron asset management
3581,new era capital partners,0.875,,New Era Capital Partners,new era capital partners
3582,horizonte valorizacao pension fund,0.6545454545454545,,Horizonte Valorizacao Pension Fund,horizonte valorizacao pension fund
3583,catalyst private equity,0.7906976744186046,,Catalyst Private Equity,catalyst private equity
3584,atlas infrastructure,0.6976744186046512,,ATLAS Infrastructure,atlas infrastructure
3585,intermediate capital,0.8,,Intermediate Capital,intermediate capital
3586,ocidental - sociedade gestora de fundos de pensões,0.6434782608695652,,Ocidental - Sociedade Gestora de Fundos de Pensões,ocidental - sociedade gestora de fundos de pensões
3587,amf pensionsförsäkring ab,0.72,,AMF Pensionsförsäkring AB,amf pensionsförsäkring ab
3588,fcm frédéric capital management,0.7931034482758621,,FCM Frédéric Capital Management,fcm frédéric capital management
3589,innovation industries,0.6486486486486487,,Innovation Industries,innovation industries
3590,sofidy,1.0,sofidy,Sofidy,sofidy
3591,wingspan funds,0.7272727272727273,,Wingspan Funds,wingspan funds
3592,abl life insurance,0.6956521739130435,,ABL Life Insurance,abl life insurance
3593,abl life insurance,0.6956521739130435,,ABL Life Insurance,abl life insurance
3594,"tortoise investments, llc",0.8627450980392157,,"Tortoise Investments, LLC","tortoise investments, llc"
3595,imladris,0.6666666666666666,,Imladris,imladris
3596,inocap gestion,1.0,inocap gestion,INOCAP Gestion,inocap gestion
3597,scentre group,0.72,,Scentre Group,scentre group
3598,santander pensiones,0.7037037037037037,,Santander Pensiones,santander pensiones
3599,ibercaja pension,0.6666666666666666,,Ibercaja Pension,ibercaja pension
3600,ibercaja pension,0.6666666666666666,,Ibercaja Pension,ibercaja pension
3601,triodos investment management,0.9206349206349206,,Triodos Investment Management,triodos investment management
3602,terra alpha investments,0.9019607843137255,,Terra Alpha Investments,terra alpha investments
3603,korkia,0.6666666666666666,,Korkia,korkia
3604,sqn venture partners,0.8947368421052632,,SQN Venture Partners,sqn venture partners
3605,alpha leonis partners,0.7272727272727273,,Alpha Leonis Partners,alpha leonis partners
3606,kieger,0.6666666666666666,,Kieger,kieger
3607,yarra capital management,1.0,yarra capital management,Yarra Capital Management,yarra capital management
3608,1sharpe capital,0.8823529411764706,,1Sharpe Capital,1sharpe capital
3609,climateworks foundation,0.717948717948718,,ClimateWorks Foundation,climateworks foundation
3610,climateworks foundation,0.717948717948718,,ClimateWorks Foundation,climateworks foundation
3611,neumann advisors,0.6666666666666666,,Neumann Advisors,neumann advisors
3612,neumann advisors,0.6666666666666666,,Neumann Advisors,neumann advisors
3613,alexandria capital,0.7878787878787878,,Alexandria Capital,alexandria capital
3614,fondo pensione gruppo intesa sanpaolo,1.0,fondo pensione gruppo intesa sanpaolo,Fondo Pensione Gruppo Intesa Sanpaolo,fondo pensione gruppo intesa sanpaolo
3615,edgehill capital,0.7407407407407407,,Edgehill Capital,edgehill capital
3616,continuum private wealth partners,0.7,,Continuum Private Wealth Partners,continuum private wealth partners
3617,strukturinvest fondkommission,0.5652173913043478,,Strukturinvest Fondkommission,strukturinvest fondkommission
3618,kutxabank gestión,0.6415094339622641,,Kutxabank Gestión,kutxabank gestión
3619,bansabadell pensiones,0.7368421052631579,,BanSabadell Pensiones,bansabadell pensiones
3620,cassa di previdenza aziendale per il personale del monte dei paschi di siena,0.48226950354609927,,Cassa di Previdenza Aziendale per il Personale del Monte dei Paschi di Siena,cassa di previdenza aziendale per il personale del monte dei paschi di siena
3621,lms ventures,0.75,,LMS Ventures,lms ventures
3622,seeyond,0.48,,Seeyond,seeyond
3623,hong kong housing society,0.4897959183673469,,Hong Kong Housing Society,hong kong housing society
3624,hong kong housing society,0.4897959183673469,,Hong Kong Housing Society,hong kong housing society
3625,ruvercap investment ag,0.7555555555555555,,Ruvercap Investment AG,ruvercap investment ag
3626,northpointe capital,0.7428571428571429,,NorthPointe Capital,northpointe capital
3627,afena capital,0.8571428571428571,,Afena Capital,afena capital
3628,aeon investment management,0.9259259259259259,,Aeon Investment Management,aeon investment management
3629,element investment managers,1.0,element investment managers,Element Investment Managers,element investment managers
3630,radial capital partners,0.9130434782608695,,Radial Capital Partners,radial capital partners
3631,aleyo capital,0.8148148148148148,,Aleyo Capital,aleyo capital
3632,enterprise angels,0.6153846153846154,,Enterprise Angels,enterprise angels
3633,anda asset management,1.0,anda asset management,ANDA Asset Management,anda asset management
3634,intech investment management,0.9333333333333333,intech investment management llc,Intech Investment Management,intech investment management
3635,fsi,1.0,fsi,FSI,fsi
3636,mercy corps social venture fund,0.5283018867924528,,Mercy Corps Social Venture Fund,mercy corps social venture fund
3637,conway investment research,0.6818181818181818,,Conway Investment Research,conway investment research
3638,ovata capital management,0.875,,Ovata Capital Management,ovata capital management
3639,dela vastgoed,0.7096774193548387,,Dela Vastgoed,dela vastgoed
3640,net return asset management,0.84,,Net Return Asset Management,net return asset management
3641,fort washington investment advisors,0.9333333333333333,"fort washington investment advisors, inc",Fort Washington Investment Advisors,fort washington investment advisors
3642,strategic income management,0.7142857142857143,,Strategic Income Management,strategic income management
3643,deutsche zurich pensiones,0.7575757575757576,,Deutsche Zurich Pensiones,deutsche zurich pensiones
3644,bangarra group,0.6956521739130435,,Bangarra Group,bangarra group
3645,bangarra group,0.6956521739130435,,Bangarra Group,bangarra group
3646,standard chartered private equity,0.6792452830188679,,Standard Chartered Private Equity,standard chartered private equity
3647,irdi soridec gestion,0.6486486486486487,,IRDI SORIDEC Gestion,irdi soridec gestion
3648,mikro kapital,1.0,mikro kapital,Mikro Kapital,mikro kapital
3649,ceniarth,0.5882352941176471,,Ceniarth,ceniarth
